"id";"lang";"label"
"Q40811";"fr";"Soukhoumi"
"Q40811";"fr";"Suhumi"
"Q40811";"fr";"Tskhoumi"
"Q40811";"fr";"<U+10E1><U+10DD><U+10EE><U+10E3><U+10DB><U+10D8>"
"Q40811";"fr";"Sukhumi"
"Q40811";"fr";"<U+0410><U+049F><U+0259><U+0430>"
"Q40811";"fr";"Sokhoumi"
"Q40811";"fr";"Soukhoum"
"Q31354462";"fr";"Abkhazie"
"Q5838";"fr";"Kaboul"
"Q889";"fr";"Afghanistan"
"Q889";"fr";"pays des Cavaliers"
"Q889";"fr";"AF"
"Q889";"fr";"Af."
"Q3897";"fr";"Luanda"
"Q916";"fr";"Angola"
"Q916";"fr";"AO"
"Q916";"fr";"République d’Angola"
"Q19689";"fr";"Tirana"
"Q19689";"fr";"Tiranë"
"Q222";"fr";"Albanie"
"Q222";"fr";"République d'Albanie"
"Q222";"fr";"AL"
"Q222";"fr";"la République d’Albanie"
"Q1863";"fr";"Andorre-la-Vieille"
"Q1863";"fr";"Andorre-la-vieille"
"Q228";"fr";"Andorre"
"Q228";"fr";"Principauté d'Andorre"
"Q228";"fr";"AD"
"Q228";"fr";"la Principauté d’Andorre"
"Q1519";"fr";"Abou Dabi"
"Q1519";"fr";"Aboû Dabî"
"Q1519";"fr";"Abu Dhabi"
"Q1519";"fr";"Abou Dhabi"
"Q878";"fr";"Émirats arabes unis"
"Q878";"fr";"É.A.U."
"Q878";"fr";"AE"
"Q878";"fr";"les Émirats arabes unis"
"Q878";"fr";"Émirats Arabes Unis"
"Q878";"fr";"Émirats"
"Q878";"fr";"Émir. ar. unis"
"Q1486";"fr";"Buenos Aires"
"Q414";"fr";"Argentine"
"Q414";"fr";"République argentine"
"Q414";"fr";"AR"
"Q414";"fr";"la République argentine"
"Q414";"fr";"Arg."
"Q1953";"fr";"Erevan"
"Q1953";"fr";"Iérevan"
"Q1953";"fr";"Yerevan"
"Q399";"fr";"Arménie"
"Q399";"fr";"AM"
"Q399";"fr";"la République d’Arménie"
"Q399";"fr";"<U+0001F1E6><U+0001F1F2>"
"Q36262";"fr";"Saint John's"
"Q36262";"fr";"St John's"
"Q36262";"fr";"TAPA"
"Q781";"fr";"Antigua-et-Barbuda"
"Q781";"fr";"Antigue-et-Barbude"
"Q781";"fr";"Antigua-et-barbuda"
"Q781";"fr";"AG"
"Q3114";"fr";"Canberra"
"Q408";"fr";"Australie"
"Q408";"fr";"AU"
"Q408";"fr";"le Commonwealth d’Australie"
"Q408";"fr";"Austr."
"Q1741";"fr";"Vienne"
"Q1741";"fr";"Wien"
"Q40";"fr";"Autriche"
"Q40";"fr";"AUT"
"Q40";"fr";"AT"
"Q40";"fr";"la République d’Autriche"
"Q40";"fr";"Autr."
"Q40";"fr";"Aut."
"Q9248";"fr";"Bakou"
"Q227";"fr";"Azerbaïdjan"
"Q227";"fr";"AZ"
"Q227";"fr";"la République d’Azerbaïdjan"
"Q167551";"fr";"Gitega"
"Q967";"fr";"Burundi"
"Q967";"fr";"République du Burundi"
"Q967";"fr";"BI"
"Q967";"fr";"la République du Burundi"
"Q239";"fr";"Bruxelles"
"Q239";"fr";"ville de Bruxelles"
"Q239";"fr";"BXL"
"Q239";"fr";"02"
"Q239";"fr";"Bruxelles-Ville"
"Q31";"fr";"Belgique"
"Q31";"fr";"Royaume de Belgique"
"Q31";"fr";"BE"
"Q31";"fr";"<U+0001F1E7><U+0001F1EA>"
"Q31";"fr";"Belg."
"Q31";"fr";"be"
"Q3799";"fr";"Porto-Novo"
"Q962";"fr";"Bénin"
"Q962";"fr";"La République du Bénin"
"Q962";"fr";"BJ"
"Q962";"fr";"la République du Bénin"
"Q3777";"fr";"Ouagadougou"
"Q965";"fr";"Burkina Faso"
"Q965";"fr";"Burkina"
"Q965";"fr";"BF"
"Q965";"fr";"le Burkina Faso"
"Q965";"fr";"Burk. Faso"
"Q965";"fr";"Burk. F."
"Q1354";"fr";"Dacca"
"Q1354";"fr";"Dhaka"
"Q902";"fr";"Bangladesh"
"Q902";"fr";"BD"
"Q902";"fr";"la République populaire du Bangladesh"
"Q472";"fr";"Sofia"
"Q219";"fr";"Bulgarie"
"Q219";"fr";"BG"
"Q219";"fr";"la République de Bulgarie"
"Q219";"fr";"Bulg."
"Q3882";"fr";"Manama"
"Q398";"fr";"Bahreïn"
"Q398";"fr";"Royaume de Bahreïn"
"Q398";"fr";"BH"
"Q398";"fr";"le Royaume de Bahreïn"
"Q2467";"fr";"Nassau"
"Q778";"fr";"Bahamas"
"Q778";"fr";"BS"
"Q778";"fr";"le Commonwealth des Bahamas"
"Q778";"fr";"<U+0001F1E7><U+0001F1F8>"
"Q778";"fr";"Les Bahamas"
"Q11194";"fr";"Sarajevo"
"Q225";"fr";"Bosnie-Herzégovine"
"Q225";"fr";"Bosnie-et-Herzégovine"
"Q225";"fr";"Bosnie et Herzégovine"
"Q225";"fr";"ba"
"Q225";"fr";"Bosnie-herzégovine"
"Q225";"fr";"BA"
"Q225";"fr";"la Bosnie-Herzégovine"
"Q2280";"fr";"Minsk"
"Q184";"fr";"Biélorussie"
"Q184";"fr";"Bélarus"
"Q184";"fr";"Belarus"
"Q184";"fr";"BLR"
"Q184";"fr";"BY"
"Q184";"fr";"la République de Biélorussie"
"Q184";"fr";"Biélor."
"Q3043";"fr";"Belmopan"
"Q3043";"fr";"Belmopán"
"Q3043";"fr";"Belmopan"
"Q242";"fr";"Belize"
"Q242";"fr";"Bélize"
"Q242";"fr";"BZ"
"Q242";"fr";"le Bélize"
"Q1491";"fr";"La Paz"
"Q750";"fr";"Bolivie"
"Q750";"fr";"BO"
"Q750";"fr";"l’État plurinational de Bolivie"
"Q2844";"fr";"Brasilia"
"Q155";"fr";"Brésil"
"Q155";"fr";"République fédérative du Brésil"
"Q155";"fr";"Brésilienne"
"Q155";"fr";"Brésilien"
"Q155";"fr";"Brézil"
"Q155";"fr";"Amérique lusophone"
"Q155";"fr";"Auriverde"
"Q155";"fr";"République des États-Unis du Brésil"
"Q155";"fr";"Brazil"
"Q155";"fr";"Brasil"
"Q155";"fr";"la République fédérative du Brésil"
"Q155";"fr";"BR"
"Q155";"fr";"Brés."
"Q155";"fr";"Bré."
"Q36168";"fr";"Bridgetown"
"Q244";"fr";"Barbade"
"Q244";"fr";"brb"
"Q244";"fr";"bb"
"Q244";"fr";"BB"
"Q244";"fr";"la Barbade"
"Q9279";"fr";"Bandar Seri Begawan"
"Q9279";"fr";"Bandar Seri Begawan"
"Q921";"fr";"Brunei"
"Q921";"fr";"Brunéi"
"Q921";"fr";"Brunei Darussalam"
"Q921";"fr";"Brunéi Darussalam"
"Q921";"fr";"BN"
"Q921";"fr";"le Brunei Darussalam"
"Q9270";"fr";"Thimphou"
"Q917";"fr";"Bhoutan"
"Q917";"fr";"BT"
"Q917";"fr";"le Royaume du Bhoutan"
"Q3919";"fr";"Gaborone"
"Q963";"fr";"Botswana"
"Q963";"fr";"BW"
"Q963";"fr";"la République du Botswana"
"Q3832";"fr";"Bangui"
"Q929";"fr";"République centrafricaine"
"Q929";"fr";"Centrafrique"
"Q929";"fr";"CF"
"Q929";"fr";"la République centrafricaine"
"Q1930";"fr";"Ottawa"
"Q1930";"fr";"Bytown"
"Q16";"fr";"Canada"
"Q16";"fr";"CA"
"Q16";"fr";"le Canada"
"Q16";"fr";"Can."
"Q16";"fr";"Can"
"Q16";"fr";"CDN"
"Q70";"fr";"Berne"
"Q70";"fr";"Bern"
"Q39";"fr";"Suisse"
"Q39";"fr";"Confédération helvétique"
"Q39";"fr";"Confédération suisse"
"Q39";"fr";"SUI"
"Q39";"fr";"Helvétie"
"Q39";"fr";"CHE"
"Q39";"fr";"CH"
"Q39";"fr";"la Confédération suisse"
"Q2887";"fr";"Santiago"
"Q2887";"fr";"Santiago du Chili"
"Q298";"fr";"Chili"
"Q298";"fr";"CL"
"Q298";"fr";"la République du Chili"
"Q956";"fr";"Pékin"
"Q956";"fr";"Beijing"
"Q148";"fr";"République populaire de Chine"
"Q148";"fr";"Chine communiste"
"Q148";"fr";"Chine populaire"
"Q148";"fr";"RPC"
"Q148";"fr";"Chine continentale"
"Q148";"fr";"Chine"
"Q148";"fr";"CN"
"Q148";"fr";"la République populaire de Chine"
"Q3768";"fr";"Yamoussoukro"
"Q1008";"fr";"Côte d'Ivoire"
"Q1008";"fr";"Côte d’Ivoire"
"Q1008";"fr";"Côte-d’Ivoire"
"Q1008";"fr";"Côte-d'Ivoire"
"Q1008";"fr";"Côte D’ivoire"
"Q1008";"fr";"CI"
"Q1008";"fr";"la République de Côte d’Ivoire"
"Q3808";"fr";"Yaoundé"
"Q3808";"fr";"Yaounde, Ongola"
"Q1009";"fr";"Cameroun"
"Q1009";"fr";"République du Cameroun"
"Q1009";"fr";"CMR"
"Q1009";"fr";"CM"
"Q1009";"fr";"la République du Cameroun"
"Q3838";"fr";"Kinshasa"
"Q3838";"fr";"Léopoldville"
"Q974";"fr";"République démocratique du Congo"
"Q974";"fr";"Congo-Kinshasa"
"Q974";"fr";"RDC"
"Q974";"fr";"Congo"
"Q974";"fr";"RD Congo"
"Q974";"fr";"CD"
"Q974";"fr";"la République démocratique du Congo"
"Q3844";"fr";"Brazzaville"
"Q971";"fr";"République du Congo"
"Q971";"fr";"Congo-Brazzaville"
"Q971";"fr";"Congo"
"Q971";"fr";"CG"
"Q971";"fr";"RC"
"Q2841";"fr";"Bogota"
"Q2841";"fr";"Santa Fe de Bogotá"
"Q2841";"fr";"Bogotá"
"Q2841";"fr";"Bogotá D.C."
"Q739";"fr";"Colombie"
"Q739";"fr";"République de Colombie"
"Q739";"fr";"CO"
"Q739";"fr";"la République de Colombie"
"Q739";"fr";"Col."
"Q3901";"fr";"Moroni"
"Q970";"fr";"Comores"
"Q970";"fr";"Union des Comores"
"Q970";"fr";"KM"
"Q970";"fr";"l’Union des Comores"
"Q3751";"fr";"Praia"
"Q1011";"fr";"Cap-Vert"
"Q1011";"fr";"îles du Cap-Vert"
"Q1011";"fr";"Cabo Verde"
"Q1011";"fr";"CV"
"Q1011";"fr";"la République du Cap-Vert"
"Q1011";"fr";"Cap-vert"
"Q1011";"fr";"Cap-V."
"Q3070";"fr";"San José"
"Q3070";"fr";"San Jose"
"Q3070";"fr";"San José (Costa Rica)"
"Q800";"fr";"Costa Rica"
"Q800";"fr";"Costa-Rica"
"Q800";"fr";"CRC"
"Q800";"fr";"CR"
"Q800";"fr";"la République du Costa Rica"
"Q1563";"fr";"La Havane"
"Q241";"fr";"Cuba"
"Q241";"fr";"<U+0001F1E8><U+0001F1FA>"
"Q241";"fr";"CU"
"Q241";"fr";"la République de Cuba"
"Q23681";"fr";"Chypre du Nord"
"Q23681";"fr";"République turque de Chypre du nord"
"Q23681";"fr";"État turc de Chypre"
"Q23681";"fr";"Chypre-Nord"
"Q23681";"fr";"Chypre Nord"
"Q23681";"fr";"État chypriote turc"
"Q3856";"fr";"Nicosie"
"Q229";"fr";"Chypre"
"Q229";"fr";"Chypre-Sud"
"Q229";"fr";"République de Chypre"
"Q229";"fr";"république de Chypre"
"Q229";"fr";"Chypriotes"
"Q1085";"fr";"Prague"
"Q213";"fr";"Tchéquie"
"Q213";"fr";"cz"
"Q213";"fr";"République tchèque"
"Q213";"fr";"CZ"
"Q213";"fr";"la République tchèque"
"Q213";"fr";"Rép. tch."
"Q213";"fr";"Bohémie"
"Q64";"fr";"Berlin"
"Q183";"fr";"Allemagne"
"Q183";"fr";"RFA"
"Q183";"fr";"République fédérale allemande"
"Q183";"fr";"République fédérale d'Allemagne"
"Q183";"fr";"de"
"Q183";"fr";"GER"
"Q183";"fr";"BR Deutschland"
"Q183";"fr";"BRD"
"Q183";"fr";"Bundesrepublik Deutschland"
"Q183";"fr";"Deutschland"
"Q183";"fr";"DE"
"Q183";"fr";"la République fédérale d’Allemagne"
"Q183";"fr";"All."
"Q183";"fr";"R. F. A."
"Q3604";"fr";"Djibouti"
"Q977";"fr";"Djibouti"
"Q977";"fr";"DJ"
"Q977";"fr";"la République de Djibouti"
"Q36281";"fr";"Roseau"
"Q784";"fr";"Dominique"
"Q784";"fr";"dm"
"Q784";"fr";"Dominica"
"Q784";"fr";"DM"
"Q784";"fr";"le Commonwealth de Dominique"
"Q1748";"fr";"Copenhague"
"Q1748";"fr";"København"
"Q35";"fr";"Danemark"
"Q35";"fr";"DK"
"Q35";"fr";"Dan."
"Q35";"fr";"royaume du Danemark"
"Q35";"fr";"Danemark (pays constitutif)"
"Q35";"fr";"Danemark propre"
"Q35";"fr";"Danemark métropolitain"
"Q34820";"fr";"Saint-Domingue"
"Q34820";"fr";"Ciudad Trujillo"
"Q34820";"fr";"Ville de Saint-Domingue"
"Q34820";"fr";"San Domingo"
"Q34820";"fr";"Saint Domingue"
"Q34820";"fr";"Santo Dominguo"
"Q34820";"fr";"Santo-Domingo"
"Q34820";"fr";"Santo Domingo de Guzmán"
"Q34820";"fr";"Saint-domingue"
"Q34820";"fr";"Dominicaine"
"Q786";"fr";"République dominicaine"
"Q786";"fr";"Dominicaine"
"Q786";"fr";"DO"
"Q786";"fr";"la République dominicaine"
"Q3561";"fr";"Alger"
"Q3561";"fr";"<U+0644><U+062C><U+0632><U+0627><U+0626><U+0631>"
"Q3561";"fr";"<U+2D37><U+2D63><U+2D30><U+2D62><U+2D3B><U+2D54>"
"Q262";"fr";"Algérie"
"Q262";"fr";"République algérienne démocratique et populaire"
"Q262";"fr";"RADP"
"Q262";"fr";"dz"
"Q262";"fr";"Algerie"
"Q262";"fr";"DZ"
"Q262";"fr";"la République algérienne démocratique populaire"
"Q262";"fr";"Alg."
"Q2900";"fr";"Quito"
"Q2900";"fr";"San Francisco de Quito"
"Q2900";"fr";"UIO"
"Q736";"fr";"Équateur"
"Q736";"fr";"ecu"
"Q736";"fr";"ec"
"Q736";"fr";"République de l'Équateur"
"Q736";"fr";"République d'Équateur"
"Q736";"fr";"L’Équateur"
"Q736";"fr";"ECU"
"Q736";"fr";"EC"
"Q736";"fr";"la République d’Équateur"
"Q85";"fr";"Le Caire"
"Q85";"fr";"Caire"
"Q85";"fr";"Cairo"
"Q85";"fr";"Le Kaire"
"Q79";"fr";"Égypte"
"Q79";"fr";"Egypte"
"Q79";"fr";"EG"
"Q79";"fr";"la République arabe d’Égypte"
"Q79";"fr";"Ég."
"Q3642";"fr";"Asmara"
"Q3642";"fr";"Asmera"
"Q986";"fr";"Érythrée"
"Q986";"fr";"Erythrée"
"Q986";"fr";"ER"
"Q986";"fr";"État d'Érythrée"
"Q6250";"fr";"Sahara occidental"
"Q2807";"fr";"Madrid"
"Q2807";"fr";"Ville de Madrid"
"Q2807";"fr";"Madrid (Espagne)"
"Q29";"fr";"Espagne"
"Q29";"fr";"Royaume d'Espagne"
"Q29";"fr";"État espagnol"
"Q29";"fr";"ES"
"Q29";"fr";"ESP"
"Q29";"fr";"<U+0001F1EA><U+0001F1F8>"
"Q29";"fr";"Esp."
"Q1770";"fr";"Tallinn"
"Q1770";"fr";"Reval"
"Q191";"fr";"Estonie"
"Q191";"fr";"Esthonie"
"Q191";"fr";"République d’Estonie"
"Q191";"fr";"EE"
"Q191";"fr";"la République d’Estonie"
"Q3624";"fr";"Addis-Abeba"
"Q3624";"fr";"Addis Abeba"
"Q3624";"fr";"Addis Abäba"
"Q3624";"fr";"Finfinne"
"Q115";"fr";"Éthiopie"
"Q115";"fr";"République fédérale démocratique d'Éthiopie"
"Q115";"fr";"ET"
"Q115";"fr";"la République démocratique fédérale d’Éthiopie"
"Q1757";"fr";"Helsinki"
"Q1757";"fr";"Helsingfors"
"Q33";"fr";"Finlande"
"Q33";"fr";"FI"
"Q33";"fr";"la République de Finlande"
"Q33";"fr";"Finl."
"Q33";"fr";"Fin."
"Q38807";"fr";"Suva"
"Q712";"fr";"Fidji"
"Q712";"fr";"îles Fidji"
"Q712";"fr";"Fiji"
"Q712";"fr";"îles Fiji"
"Q712";"fr";"République des Fidji"
"Q712";"fr";"République des îles Fidji"
"Q712";"fr";"FJ"
"Q712";"fr";"la République des Fidji"
"Q90";"fr";"Paris"
"Q90";"fr";"Ville-Lumière"
"Q90";"fr";"Paname"
"Q90";"fr";"Lutèce"
"Q90";"fr";"Ville de l'Amour"
"Q90";"fr";"FR-75"
"Q142";"fr";"France"
"Q142";"fr";"FR"
"Q142";"fr";"République française"
"Q142";"fr";"FRA"
"Q142";"fr";"RF"
"Q142";"fr";"fr"
"Q142";"fr";"la République française"
"Q142";"fr";"Fr."
"Q142";"fr";"La France"
"Q142";"fr";"L'Hexagone"
"Q142";"fr";"Fille aînée de l'Église"
"Q142";"fr";"Pays de Molière"
"Q42751";"fr";"Palikir"
"Q702";"fr";"États fédérés de Micronésie"
"Q702";"fr";"Micronésie"
"Q702";"fr";"EFM"
"Q702";"fr";"FM"
"Q702";"fr";"les États fédérés de Micronésie"
"Q3825";"fr";"Libreville"
"Q1000";"fr";"Gabon"
"Q1000";"fr";"République gabonaise"
"Q1000";"fr";"GA"
"Q1000";"fr";"la République gabonaise"
"Q84";"fr";"Londres"
"Q84";"fr";"London"
"Q145";"fr";"Royaume-Uni"
"Q145";"fr";"UK"
"Q145";"fr";"Royaume-Uni de Grande-Bretagne et d’Irlande du Nord"
"Q145";"fr";"Royaume Uni"
"Q145";"fr";"GB"
"Q145";"fr";"GBR"
"Q145";"fr";"le Royaume-Uni de Grande-Bretagne et d’Irlande du Nord"
"Q145";"fr";"Royaume-uni"
"Q145";"fr";"<U+0001F1EC><U+0001F1E7>"
"Q145";"fr";"R.-U."
"Q145";"fr";"R.U."
"Q145";"fr";"Grande-Bretagne"
"Q994";"fr";"Tbilissi"
"Q994";"fr";"Tiflis"
"Q230";"fr";"Géorgie"
"Q230";"fr";"république de Géorgie"
"Q230";"fr";"GE"
"Q230";"fr";"Géorgie (Pays)"
"Q230";"fr";"Géorg."
"Q3761";"fr";"Accra"
"Q117";"fr";"Ghana"
"Q117";"fr";"République du Ghana"
"Q117";"fr";"GH"
"Q117";"fr";"la République du Ghana"
"Q3733";"fr";"Conakry"
"Q1006";"fr";"Guinée"
"Q1006";"fr";"Guinée-Conakry"
"Q1006";"fr";"République de Guinée"
"Q1006";"fr";"GN"
"Q1006";"fr";"la République de Guinée"
"Q3726";"fr";"Banjul"
"Q1005";"fr";"Gambie"
"Q1005";"fr";"GM"
"Q1005";"fr";"la République de Gambie"
"Q3739";"fr";"Bissau"
"Q3739";"fr";"Bissao"
"Q1007";"fr";"Guinée-Bissau"
"Q1007";"fr";"Guinée-Bissao"
"Q1007";"fr";"Guinée Bissau"
"Q1007";"fr";"Guinée-bissao"
"Q1007";"fr";"GW"
"Q1007";"fr";"la République de Guinée-Bissao"
"Q1007";"fr";"la République de Guinée-Bissau"
"Q1007";"fr";"GB."
"Q3818";"fr";"Malabo"
"Q983";"fr";"Guinée équatoriale"
"Q983";"fr";"Guinée-Équatoriale"
"Q983";"fr";"GQ"
"Q983";"fr";"la République de Guinée équatoriale"
"Q983";"fr";"Guinée Équatoriale"
"Q1524";"fr";"Athènes"
"Q1524";"fr";"Athenes"
"Q41";"fr";"Grèce"
"Q41";"fr";"GR"
"Q41";"fr";"République hellénique"
"Q41547";"fr";"Saint-Georges"
"Q41547";"fr";"St. George's"
"Q41547";"fr";"Saint George's"
"Q41547";"fr";"Saint-georges"
"Q769";"fr";"Grenade"
"Q769";"fr";"gd"
"Q769";"fr";"grd"
"Q769";"fr";"GD"
"Q769";"fr";"la Grenade"
"Q1555";"fr";"Guatemala-Ville"
"Q774";"fr";"Guatemala"
"Q774";"fr";"Guatémala"
"Q774";"fr";"GT"
